Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Source Port,Destination Port,Label
2088,9,9,1439,468,54242,257,BENIGN
2856,8,11,1159,4723,7163,680,BENIGN
4246,15,3,280,1661,62441,436,BENIGN
24631,12,40,298,524,3881,8080,Bot
6842,15,6,196,2541,29645,381,BENIGN
867,19,17,882,1790,15336,684,BENIGN
2241,13,12,1067,3067,14830,843,BENIGN
2796,14,11,1436,4135,48031,41,BENIGN
9657,71,14,46691,24811,49310,445,Infiltration
2054,11,2,958,4119,14494,906,BENIGN
82,2,0,0,0,42882,20540,PortScan
2398,20,11,873,589,44979,215,BENIGN
6374,4,11,1316,2550,32858,269,BENIGN
4197,3,5,951,160,8788,125,BENIGN
7989,10,13,1278,2241,59364,7,BENIGN
1366,2,14,289,1183,55252,481,BENIGN
7916,5,10,585,640,11549,783,BENIGN
8965,1,13,194,2512,16832,602,BENIGN
357,10,9,128,4979,45990,357,BENIGN
4649,2,11,987,2420,8816,650,BENIGN
3422180,1495,7,73,0,45904,80,DDoS
12,2,0,0,0,64146,31368,PortScan
3180,12,20,1460,2947,28249,226,BENIGN
60394,73,88,9771,32412,63809,445,Infiltration
20,2,0,0,0,25768,52502,PortScan
48782,5,47,846,124,3600,8080,Bot
8524,7,4,898,3725,19347,507,BENIGN
2870,13,12,1389,4663,26496,119,BENIGN
43,2,0,0,0,61933,9652,PortScan
5748,12,20,793,1553,29586,698,BENIGN
8862,4,14,951,185,35479,520,BENIGN
9234,15,8,1457,4186,38169,340,BENIGN
2584129,2669,10,86,0,59059,80,DDoS
4178,5,14,583,1741,22542,929,BENIGN
10,2,0,0,0,17007,61263,PortScan
3420,2,19,67,704,52918,958,BENIGN
92,2,0,0,0,6339,45899,PortScan
964,20,20,1048,1545,17982,734,BENIGN
4290041,4024,10,81,0,20422,80,DDoS
2465,5,4,792,1225,17490,317,BENIGN
7047,5,16,459,2946,44906,755,BENIGN
8369,5,19,261,3460,16775,888,BENIGN
6906,10,11,384,540,4443,960,BENIGN
4817,4,2,1007,3430,47544,49,BENIGN
5141,8,20,519,4824,10052,454,BENIGN
8234,18,15,409,3390,28454,752,BENIGN
9867,19,5,668,1455,38808,140,BENIGN
337,13,5,485,2646,14811,806,BENIGN
9848,4,15,205,1665,52624,923,BENIGN
8863,1,17,358,4027,55733,932,BENIGN
1833,12,19,531,4490,29457,868,BENIGN
956,12,4,1295,695,48329,627,BENIGN
4805,19,14,121,4434,31666,733,BENIGN
8365,19,13,1470,4323,9870,193,BENIGN
7365,3,8,1370,3686,25644,67,BENIGN
6396,3,18,162,2502,7619,326,BENIGN
1279595,3529,1,72,0,29291,80,DDoS
5962,16,13,395,4179,64891,134,BENIGN
3243,5,20,1271,1881,54676,36,BENIGN
5817,11,3,224,4595,20739,704,BENIGN
3510,8,2,1371,3940,62050,76,BENIGN
7339,18,9,1039,936,19894,316,BENIGN
5117,13,17,898,2575,47373,755,BENIGN
71,2,0,0,0,43345,55637,PortScan
8223,12,17,1208,4193,12287,276,BENIGN
317158,3627,10,89,0,12880,80,DDoS
39,2,0,0,0,40031,38211,PortScan
320,6,1,300,2142,44404,590,BENIGN
9696,13,10,1425,1138,17376,326,BENIGN
3465,3,16,859,4843,52285,268,BENIGN
718,15,11,479,1045,25471,734,BENIGN
5294,10,4,510,4941,20856,930,BENIGN
9669,7,15,459,4656,2619,124,BENIGN
6505,14,12,330,4257,32160,72,BENIGN
7801,12,17,1187,1054,40971,536,BENIGN
5764,3,3,1430,521,2158,21,BENIGN
1505,13,16,349,4375,56500,936,BENIGN
2951,17,14,649,1967,1370,598,BENIGN
4849,1,1,657,3562,13612,508,BENIGN
54,2,0,0,0,57855,34938,PortScan
1267,20,5,98,548,19527,793,BENIGN
62,2,0,0,0,6809,27428,PortScan
2171,13,2,682,3098,12617,951,BENIGN
8582,10,11,97,2375,16874,768,BENIGN
113,10,2,693,1251,47149,784,BENIGN
11195,26,44,489,445,22645,8080,Bot
59,2,0,0,0,58271,52548,PortScan
8988,13,20,1230,2395,25279,951,BENIGN
3839,5,15,1151,387,23671,240,BENIGN
8978,17,40,444,808,29890,8080,Bot
5574,4,15,863,1321,46006,617,BENIGN
1812099,2919,0,76,0,18437,80,DDoS
9551,16,17,897,2889,60758,310,BENIGN
1599,8,5,250,92,3719,992,BENIGN
5571,5,16,593,219,52935,257,BENIGN
13,2,0,0,0,47663,5364,PortScan
27,2,0,0,0,40673,28954,PortScan
8814,13,9,88,4807,57285,394,BENIGN
9451,13,2,1169,4307,6014,326,BENIGN
1270,11,15,1008,3580,21292,749,BENIGN
62,2,0,0,0,34957,1017,PortScan
5364,17,11,1448,125,52486,108,BENIGN
81079,88,59,18536,25405,42251,445,Infiltration
163,6,19,1141,3809,40109,965,BENIGN
7932,14,10,806,1311,4701,196,BENIGN
7559,7,19,1268,4672,8772,411,BENIGN
1002,14,20,439,1401,20695,528,BENIGN
2699416,4846,7,77,0,52139,80,DDoS
2331,4,3,678,185,35434,573,BENIGN
3968,9,15,403,2336,23581,600,BENIGN
3653,18,5,638,3976,40957,164,BENIGN
7037,10,13,456,2635,37586,653,BENIGN
504,14,5,1311,1509,22136,43,BENIGN
1287,6,11,1240,4231,18839,104,BENIGN
5246,1,2,1049,3983,29660,468,BENIGN
1656,18,16,217,968,45634,937,BENIGN
523,8,2,345,4416,37788,531,BENIGN
4620,8,18,269,588,3545,670,BENIGN
32,2,0,0,0,61141,15639,PortScan
5271,12,6,751,1528,13823,661,BENIGN
5221,20,15,645,2027,9917,106,BENIGN
2066634,4132,10,86,0,45451,80,DDoS
8874,8,19,508,208,64106,437,BENIGN
8855,20,8,93,4325,47118,1023,BENIGN
1975,18,11,1310,465,10144,1015,BENIGN
3529345,2532,4,96,0,56221,80,DDoS
6727,11,17,753,4749,29564,35,BENIGN
349620,2408,9,77,0,13914,80,DDoS
73,2,0,0,0,59438,31623,PortScan
7948,1,8,1493,2170,19417,1007,BENIGN
7670,10,7,1217,681,39441,968,BENIGN
12217,38,50,229,261,14494,8080,Bot
5585,4,9,344,4577,36733,395,BENIGN
8961,4,2,858,508,52150,925,BENIGN
86,2,0,0,0,57537,833,PortScan
83,2,0,0,0,47066,26,PortScan
5558,2,19,1091,3577,26344,277,BENIGN
8884,8,20,1156,3155,35161,787,BENIGN
8406,10,20,363,1304,14839,721,BENIGN
90333,88,61,24594,9170,63466,445,Infiltration
6341,5,4,1034,2575,12631,804,BENIGN
2315,13,3,508,2819,8501,829,BENIGN
2606092,1935,6,67,0,15551,80,DDoS
4841,1,4,1474,4122,24756,294,BENIGN
77064,51,71,48896,26765,29734,445,Infiltration
5811,4,6,90,3723,54366,841,BENIGN
9586,1,10,597,3721,46032,125,BENIGN
3597,20,3,680,1292,51049,652,BENIGN
7833,20,14,1190,1203,11068,753,BENIGN
9381,20,16,963,415,51707,913,BENIGN
26,2,0,0,0,64423,14258,PortScan
9116,8,14,1484,1880,3251,527,BENIGN
5751,12,11,338,3381,60045,982,BENIGN
5612,3,10,390,181,37780,120,BENIGN
73871,45,49,6144,22352,55520,445,Infiltration
58,2,0,0,0,11237,27161,PortScan
7771,17,1,241,730,8083,640,BENIGN
1095,5,14,1125,2800,1827,214,BENIGN
7350,3,3,226,1206,21662,979,BENIGN
406,10,1,298,4710,15965,663,BENIGN
9903,14,1,538,4453,18819,176,BENIGN
29354,30,26,277,951,41139,8080,Bot
3308336,1491,2,66,0,23908,80,DDoS
3602,3,1,1297,3544,4019,739,BENIGN
9416,7,13,369,4697,58706,698,BENIGN
436481,2984,2,86,0,57774,80,DDoS
6531,7,5,131,3354,63028,419,BENIGN
3916,13,19,1350,1316,51738,810,BENIGN
16392,13,36,569,858,11859,8080,Bot
4003,10,18,967,1731,35676,189,BENIGN
6636,18,3,765,2436,21326,391,BENIGN
5947,9,6,1497,4456,4813,846,BENIGN
6807,1,1,1403,4926,37377,975,BENIGN
1596,13,15,670,3900,53261,511,BENIGN
7758,7,8,600,3472,53314,863,BENIGN
2142,17,7,1325,2112,45587,692,BENIGN
8348,14,14,364,2920,20296,358,BENIGN
8237,9,18,755,1363,34231,460,BENIGN
7430,17,4,768,717,63550,325,BENIGN
66318,61,27,17123,3294,15866,445,Infiltration
5951,4,8,1439,4891,13290,854,BENIGN
4567,8,19,590,1578,41380,936,BENIGN
7677,8,11,304,1631,53316,15,BENIGN
9817,9,9,786,880,11832,339,BENIGN
3676070,4701,2,70,0,41421,80,DDoS
3930558,3825,3,77,0,40968,80,DDoS
92966,40,57,22833,35248,2597,445,Infiltration
52933,20,27,11985,1844,41231,445,Infiltration
3369,7,15,449,511,55238,155,BENIGN
1629017,1553,7,98,0,39719,80,DDoS
1307,5,19,137,601,31151,190,BENIGN
8793,2,6,737,4102,9935,547,BENIGN
7523,1,18,1167,199,38725,443,BENIGN
4481,3,18,841,1835,24479,88,BENIGN
1752127,3977,10,84,0,52942,80,DDoS
2179,6,7,640,4872,45784,428,BENIGN
1627,7,15,521,4891,17503,90,BENIGN
1979,15,10,1189,2170,25597,88,BENIGN
3064,5,12,1396,99,49015,176,BENIGN
91,2,0,0,0,13887,19998,PortScan
3018,8,2,568,4745,7921,491,BENIGN
83,2,0,0,0,49377,58830,PortScan
659,2,13,83,3228,35260,559,BENIGN
2040,10,5,86,1106,22591,523,BENIGN
83907,29,50,9357,29619,11688,445,Infiltration
1474,4,13,858,2178,15077,268,BENIGN
65,2,0,0,0,27068,72,PortScan
6736,20,2,884,3791,51424,149,BENIGN
8866,15,4,1327,3082,9287,711,BENIGN
3011,15,15,576,1630,49267,836,BENIGN
3970,5,18,1376,1675,11269,419,BENIGN
5309,20,9,1304,1389,13965,966,BENIGN
4626,15,7,507,1749,3429,652,BENIGN
9676,9,1,277,3199,63585,439,BENIGN
3879897,4582,7,65,0,21552,80,DDoS
9634,20,3,632,3891,34728,904,BENIGN
3655,9,15,563,3716,6297,737,BENIGN
8174,8,8,682,1133,43099,347,BENIGN
6058,14,17,1324,4849,12379,13,BENIGN
876,11,12,1002,2019,36594,895,BENIGN
7642,9,2,484,1933,64772,852,BENIGN
57684,28,41,430,333,6477,8080,Bot
62058,49,66,28870,48258,57063,445,Infiltration
7273,11,18,1378,2451,28360,398,BENIGN
6953,6,9,624,4810,18605,990,BENIGN
746,1,14,92,137,32948,258,BENIGN
74,2,0,0,0,65305,46531,PortScan
3960,11,1,836,4568,64761,409,BENIGN
5842,3,15,1170,2717,3071,41,BENIGN
8915,7,11,1281,1625,2159,572,BENIGN
9554,5,13,947,412,65163,86,BENIGN
5832,16,4,1007,2212,14547,195,BENIGN
5089,16,16,251,4711,39382,951,BENIGN
1970,7,2,709,3462,35917,226,BENIGN
7398,11,10,1008,1214,31934,999,BENIGN
7240,3,16,1283,3677,59247,1024,BENIGN
1793,7,15,918,2518,33391,353,BENIGN
3184,7,19,1371,232,51905,462,BENIGN
3373,6,9,613,2955,59774,13,BENIGN
874,3,6,438,4021,7556,218,BENIGN
3408887,4461,7,67,0,22271,80,DDoS
3226,35,44,747,535,19953,8080,Bot
3716703,4077,6,76,0,52947,80,DDoS
5195,5,2,968,180,48403,733,BENIGN
2655,8,9,1396,3198,38372,877,BENIGN
4772,12,10,903,1751,48754,567,BENIGN
1696,13,2,577,1969,23485,511,BENIGN
71045,29,10,31164,45929,62975,445,Infiltration
1485651,3303,2,81,0,46945,80,DDoS
49,2,0,0,0,11599,54230,PortScan
6417,20,5,899,1858,38043,448,BENIGN
8758,12,8,724,3440,14893,117,BENIGN
7655,15,4,227,4171,29362,84,BENIGN
6603,16,5,566,227,19429,758,BENIGN
556785,3889,6,89,0,10522,80,DDoS
6061,5,12,991,4144,58958,961,BENIGN
94,2,0,0,0,24193,5714,PortScan
42765,16,36,179,207,4239,8080,Bot
1700862,2301,1,64,0,22759,80,DDoS
8823,20,4,377,1365,47539,256,BENIGN
3228,6,16,1286,3837,51865,651,BENIGN
1041,3,3,909,802,20986,265,BENIGN
6297,2,15,465,3951,37972,97,BENIGN
3931,12,12,815,3561,19441,985,BENIGN
4495,7,8,453,289,63972,998,BENIGN
27855,16,90,42025,15305,17103,445,Infiltration
20501,52,100,21823,14283,56785,445,Infiltration
8698,6,15,129,1067,37623,1023,BENIGN
491391,1406,4,77,0,27574,80,DDoS
60,2,0,0,0,42534,52675,PortScan
3133,20,13,859,1693,43893,621,BENIGN
4865,8,4,471,2154,13319,478,BENIGN
6507,17,6,983,3957,43032,972,BENIGN
46,2,0,0,0,20937,53674,PortScan
1251,18,18,123,4523,3014,66,BENIGN
1140,6,17,964,4806,63876,952,BENIGN
3002,20,1,224,1103,17186,624,BENIGN
1421,5,20,520,2625,16153,922,BENIGN
7405,16,14,1012,4298,61352,662,BENIGN
4600661,1251,8,93,0,24403,80,DDoS
268,5,17,132,3029,56621,466,BENIGN
8388,7,16,198,3292,4717,102,BENIGN
2451,8,4,658,1437,44401,436,BENIGN
29478,23,26,897,113,21391,8080,Bot
6712,8,8,457,4574,24631,360,BENIGN
1831,11,11,828,1628,43105,764,BENIGN
133505,2099,9,82,0,11909,80,DDoS
3760,6,19,929,4090,3955,495,BENIGN
2435,9,10,661,143,47923,662,BENIGN
37022,13,46,903,260,3082,8080,Bot
5490,20,10,1479,4480,60559,156,BENIGN
6494,9,16,612,4443,43869,380,BENIGN
6325,13,9,116,4419,38509,314,BENIGN
2298429,2522,5,100,0,47408,80,DDoS
3661,2,14,598,1979,13974,954,BENIGN
24137,8,36,685,407,38630,8080,Bot
8240,1,20,1119,333,19203,842,BENIGN
6484,4,12,370,2103,1847,422,BENIGN
4249,19,8,825,3205,36480,289,BENIGN
7150,17,1,1428,224,29494,197,BENIGN
38,2,0,0,0,8424,54555,PortScan
4703,17,6,678,1510,17082,421,BENIGN
1774,1,16,698,4508,47943,963,BENIGN
1736,11,6,1123,2371,34391,602,BENIGN
936,12,16,1184,2763,10539,420,BENIGN
4814,3,6,808,724,31867,894,BENIGN
5315,6,19,809,1090,20508,294,BENIGN
23,2,0,0,0,22536,55579,PortScan
720,13,20,230,1988,28374,166,BENIGN
4076,17,10,146,2919,12384,801,BENIGN
6461,1,5,1367,1431,56607,269,BENIGN
98,2,0,0,0,51096,59206,PortScan
83149,48,19,22127,12800,46658,445,Infiltration
5750,9,20,211,4248,65290,415,BENIGN
34,2,0,0,0,12310,16576,PortScan
3531,17,13,1169,2229,54757,787,BENIGN
4964,2,12,255,3907,26163,645,BENIGN
6578,1,1,413,2156,24860,368,BENIGN
9032,1,10,234,1878,5351,465,BENIGN
350,7,15,1477,3396,10923,147,BENIGN
4878,13,4,742,3190,49861,229,BENIGN
3551,2,10,174,4479,17054,993,BENIGN
4029,7,17,782,974,38473,191,BENIGN
9073,9,19,73,567,49186,389,BENIGN
4514,16,6,118,1275,37009,258,BENIGN
6342,14,2,270,3427,59937,995,BENIGN
5263,10,16,1166,1136,1664,843,BENIGN
3892,16,19,316,3961,4455,466,BENIGN
5228,12,3,864,2201,12510,748,BENIGN
4356,5,3,374,1454,13809,724,BENIGN
83,2,0,0,0,18971,25609,PortScan
3227,14,5,249,2842,56940,731,BENIGN
8802,4,15,960,298,47413,168,BENIGN
2193447,1746,0,93,0,46227,80,DDoS
1939,19,18,1182,1579,29909,481,BENIGN
677,9,9,767,3899,21945,517,BENIGN
40780,43,30,6772,14174,51153,445,Infiltration
57,2,0,0,0,20397,22806,PortScan
45282,19,50,786,169,34463,8080,Bot
3397,3,20,604,2118,28400,184,BENIGN
2637,20,11,1374,220,42760,352,BENIGN
6121,5,12,1317,4515,49228,570,BENIGN
3418,3,12,512,3118,61283,888,BENIGN
7129,14,17,175,3800,12221,116,BENIGN
2860,11,7,160,3603,18667,537,BENIGN
1215,12,6,705,1784,3996,965,BENIGN
7484,19,2,1384,1005,26454,133,BENIGN
5524,1,5,810,2576,16259,586,BENIGN
2026258,1360,7,84,0,63262,80,DDoS
3610704,1397,5,93,0,41141,80,DDoS
2572475,4388,3,85,0,40322,80,DDoS
257166,1882,8,69,0,14059,80,DDoS
3064,12,1,594,966,44332,418,BENIGN
24444,7,32,670,873,53329,8080,Bot
40740,67,64,8461,9943,56639,445,Infiltration
8062,19,1,1321,4403,39970,535,BENIGN
576,1,20,799,4109,23147,177,BENIGN
4293,11,12,744,4394,53451,944,BENIGN
35,2,0,0,0,45646,38276,PortScan
4955,7,2,1030,3128,33882,669,BENIGN
9541,6,1,430,2449,10527,242,BENIGN
7284,44,92,43640,8935,37580,445,Infiltration
7534,5,8,1307,4596,52799,967,BENIGN
6199,2,13,792,2236,61485,373,BENIGN
91,2,0,0,0,57470,37503,PortScan
26378,6,32,809,139,22542,8080,Bot
8156,13,4,115,2806,18550,36,BENIGN
72,2,0,0,0,10601,60212,PortScan
57907,53,34,6056,45674,9755,445,Infiltration
2167,8,11,273,3072,20596,867,BENIGN
3586,4,10,398,2152,41968,895,BENIGN
9713,18,1,527,2659,21918,525,BENIGN
2050125,2180,10,82,0,35454,80,DDoS
1527,11,2,150,587,48597,116,BENIGN
52,2,0,0,0,28012,38279,PortScan
270819,4668,7,65,0,60045,80,DDoS
8018,18,2,1230,1516,19831,523,BENIGN
4668,11,14,101,2074,39640,374,BENIGN
97,2,0,0,0,28999,16514,PortScan
14,2,0,0,0,54923,59376,PortScan
8115,14,19,1225,1752,27993,557,BENIGN
4843642,2250,6,87,0,2256,80,DDoS
2704,3,13,933,4167,6165,21,BENIGN
61,2,0,0,0,46261,27453,PortScan
9388,6,4,606,1313,57764,666,BENIGN
498,14,18,1218,501,6957,284,BENIGN
2474,17,8,1240,552,58295,538,BENIGN
1326,13,5,1236,1178,14092,699,BENIGN
2221,12,11,638,3978,49096,413,BENIGN
9502,11,4,669,3476,27417,1003,BENIGN
4195,18,2,615,300,41565,748,BENIGN
6359,5,1,1185,1463,32269,200,BENIGN
78864,47,35,34483,11386,14221,445,Infiltration
2144,12,10,628,4781,15679,598,BENIGN
9103,12,1,502,1994,57883,420,BENIGN
28,2,0,0,0,25351,57297,PortScan
20,2,0,0,0,14862,34908,PortScan
7507,15,15,700,4396,56707,84,BENIGN
4418643,3451,5,70,0,14882,80,DDoS
4350,8,8,1264,870,7899,323,BENIGN
6302,29,70,36307,11300,56903,445,Infiltration
1286,14,3,441,1836,58888,792,BENIGN
92,2,0,0,0,61743,9047,PortScan
5699,17,13,146,4330,57855,204,BENIGN
7206,14,11,192,3521,20103,854,BENIGN
2298,6,1,1115,3843,23958,684,BENIGN
1147,4,17,331,936,43814,931,BENIGN
3243,20,18,390,4745,45494,979,BENIGN
5084,17,14,1097,3749,29129,422,BENIGN
1068310,2150,2,66,0,65332,80,DDoS
1931,3,18,1021,3550,34217,929,BENIGN
1670,10,12,674,1392,12653,474,BENIGN
9825,2,20,92,4440,4931,491,BENIGN
536,7,7,931,819,38174,544,BENIGN
12,2,0,0,0,7052,8616,PortScan
71178,56,43,30881,33543,16666,445,Infiltration
6827,15,3,519,3175,45636,889,BENIGN
28883,29,42,29667,24542,19937,445,Infiltration
2342,17,7,124,276,59442,651,BENIGN
6582,7,10,1348,4151,22218,949,BENIGN
3532,12,20,842,4289,23583,1005,BENIGN
8724,24,7,237,351,33747,8080,Bot
8993,10,13,1159,4295,31722,845,BENIGN
7361,18,10,845,4486,31269,48,BENIGN
4359,14,12,1016,3817,50985,503,BENIGN
8393,9,10,1111,2915,47574,482,BENIGN
4605,5,3,1267,4174,12789,45,BENIGN
4889,12,11,1044,4985,23704,137,BENIGN
2309,6,15,1004,720,30091,40,BENIGN
5170,8,8,817,1793,17640,643,BENIGN
4124,3,14,366,3307,3868,336,BENIGN
7387,2,20,449,4837,6947,900,BENIGN
1619021,4838,2,75,0,32971,80,DDoS
3600,19,10,1097,4144,13952,987,BENIGN
3473,18,14,209,2669,30429,272,BENIGN
9711,11,18,612,3475,26917,59,BENIGN
2435,8,12,519,3385,53135,751,BENIGN
727,9,15,454,1401,16113,1021,BENIGN
3406369,2650,9,85,0,45716,80,DDoS
2451,3,20,672,3958,31391,507,BENIGN
23,2,0,0,0,8508,32954,PortScan
9393,13,19,464,1476,39463,443,BENIGN
4467,6,3,616,4741,60564,642,BENIGN
1657,5,14,604,1526,40253,127,BENIGN
4985,14,13,1044,2686,52157,335,BENIGN
7234,7,12,1112,2633,18794,909,BENIGN
7587,18,7,1260,769,22066,211,BENIGN
7393,1,17,1334,4606,30579,720,BENIGN
5240,61,77,5742,47653,15472,445,Infiltration
2706,1,14,1020,2546,35618,82,BENIGN
3404,18,8,1028,756,8272,930,BENIGN
44350,28,37,590,100,24119,8080,Bot
11757,15,66,47720,43416,13545,445,Infiltration
11766,29,37,634,991,34882,8080,Bot
1540,4,15,937,4245,63856,124,BENIGN
16519,98,80,23756,6097,14224,445,Infiltration
5943,17,11,386,1605,5318,676,BENIGN
6638,1,1,579,2325,46673,1023,BENIGN
1685,7,18,400,272,54970,592,BENIGN
5914,6,2,306,2842,3115,249,BENIGN
5335,15,13,661,3612,36178,226,BENIGN
1774,3,16,1012,2749,62723,556,BENIGN
2743,12,14,1264,1563,10456,572,BENIGN
3329,6,5,283,112,8826,409,BENIGN
8042,8,12,1230,2011,20236,359,BENIGN
49,2,0,0,0,58216,16703,PortScan
5974,5,15,852,3212,64728,437,BENIGN
698,18,16,607,2530,28969,336,BENIGN
8213,17,11,138,4849,28515,564,BENIGN
8089,18,20,1247,3071,45314,773,BENIGN
2176,17,2,828,3778,33967,169,BENIGN
7722,14,3,457,4393,8935,305,BENIGN
53903,58,39,41939,28770,20652,445,Infiltration
9853,8,9,1109,1478,1215,616,BENIGN
4124,11,17,1225,3938,17261,493,BENIGN
4449,2,14,96,4371,60001,348,BENIGN
381892,4517,10,77,0,60146,80,DDoS
4757,20,17,799,768,35313,126,BENIGN
4354181,2998,1,93,0,63665,80,DDoS
9159,13,16,1276,2056,23650,251,BENIGN
2310,12,14,1309,3582,55479,633,BENIGN
4486,19,20,363,4876,39126,318,BENIGN
5473,18,9,95,4895,16072,702,BENIGN
1524,17,9,1447,4066,45755,972,BENIGN
4652,7,12,684,384,15039,108,BENIGN
199512,4386,8,81,0,29229,80,DDoS
25762,43,49,658,207,53911,8080,Bot
5994,8,10,1274,3027,53044,321,BENIGN
7655,10,17,469,1549,3668,542,BENIGN
525811,1136,9,94,0,31528,80,DDoS
99153,32,60,11919,4312,7816,445,Infiltration
1094297,4013,6,68,0,2613,80,DDoS
2793782,3631,6,92,0,40672,80,DDoS
3886,8,19,1097,1383,64055,1010,BENIGN
71434,36,27,21707,11208,4957,445,Infiltration
9636,4,9,359,4300,36005,154,BENIGN
47,2,0,0,0,3472,57709,PortScan
4491,19,14,1073,4448,16757,271,BENIGN
1411,2,16,180,1423,64635,129,BENIGN
9119,7,9,576,3790,26375,277,BENIGN
804,9,2,1060,4136,64169,282,BENIGN
5809,6,2,1424,4712,64925,366,BENIGN
4948,17,10,384,4594,50702,460,BENIGN
5167,20,9,438,1639,6626,309,BENIGN
2158,18,10,706,702,49254,253,BENIGN
6035,8,6,736,1662,58366,437,BENIGN
1910348,3474,6,83,0,43491,80,DDoS
67,2,0,0,0,3437,18049,PortScan
6562,45,11,891,830,26298,8080,Bot
3713,5,12,759,1335,14505,801,BENIGN
880227,4572,2,96,0,20048,80,DDoS
5736,14,11,586,4653,21775,941,BENIGN
9601,20,9,659,1259,30258,768,BENIGN
5526,20,5,202,3038,59693,721,BENIGN
4189093,4318,1,88,0,54451,80,DDoS
6881,19,9,1247,3995,4571,803,BENIGN
4142,19,18,658,3346,43217,276,BENIGN
8485,19,2,594,3007,22248,539,BENIGN
5119,19,11,533,4418,20910,77,BENIGN
4781,1,8,281,4876,35859,177,BENIGN
3052,6,6,292,4696,36809,447,BENIGN
8515,13,9,510,4926,13598,396,BENIGN
8878,9,16,803,3481,40160,408,BENIGN
18846,11,5,588,264,59918,8080,Bot
5157,18,3,369,1695,25774,711,BENIGN
8299,9,9,1157,3397,23256,705,BENIGN
4764209,3849,9,84,0,51351,80,DDoS
217,5,10,305,2758,59890,946,BENIGN
30,2,0,0,0,34614,13745,PortScan
6300,6,20,688,3994,52978,135,BENIGN
8393,12,8,515,4829,19857,162,BENIGN
471,8,8,1396,979,19331,952,BENIGN
4403,8,13,1158,4870,43128,479,BENIGN
7211,19,19,885,2038,14574,633,BENIGN
4467,20,20,1199,2653,26342,606,BENIGN
7792,5,14,1099,1710,24161,804,BENIGN
7151,3,8,275,2950,42631,363,BENIGN
1383,8,7,1122,3941,24644,342,BENIGN
69565,22,35,26645,9372,13617,445,Infiltration
8315,12,18,1072,1887,1505,92,BENIGN
2998,5,20,1045,3201,44902,473,BENIGN
4244,7,5,440,337,34104,508,BENIGN
7786,13,1,1438,4402,46159,894,BENIGN
7792,2,8,801,2357,42484,292,BENIGN
6791,12,9,1213,4722,14330,30,BENIGN
57,2,0,0,0,40577,38721,PortScan
9185,6,2,696,4179,26852,452,BENIGN
2807688,4867,5,96,0,31008,80,DDoS
3438,20,2,998,1966,12970,650,BENIGN
3640,9,13,862,1653,6999,161,BENIGN
3841,5,9,810,4187,33696,48,BENIGN
78,2,0,0,0,29750,42210,PortScan
7668,2,12,809,2434,37108,916,BENIGN
3345,10,19,883,1801,35975,732,BENIGN
5509,19,15,512,2519,19289,33,BENIGN
2112,8,5,1196,1875,15446,757,BENIGN
21532,49,15,463,176,8718,8080,Bot
4390,20,4,370,457,57493,485,BENIGN
5918,7,13,1292,754,7829,344,BENIGN
662,3,5,1359,1007,7995,931,BENIGN
1086,20,8,985,4927,17210,676,BENIGN
87400,32,19,13631,9118,29677,445,Infiltration
3480,9,15,1468,2856,13743,114,BENIGN
3988,9,16,927,1257,60139,51,BENIGN
6658,18,2,1069,670,15310,178,BENIGN
86,2,0,0,0,26125,14085,PortScan
5487,20,1,1189,4691,61317,1008,BENIGN
51906,67,70,37947,17736,10387,445,Infiltration
3183,6,2,124,2859,61900,228,BENIGN
48151,91,21,7203,46777,63739,445,Infiltration
4157,15,16,1198,4875,36216,878,BENIGN
3725,8,1,535,947,13858,237,BENIGN
1654,6,4,573,2597,54133,48,BENIGN
9639,17,16,1273,2793,63264,327,BENIGN
5733,6,10,1188,1496,53935,292,BENIGN
2235876,1103,4,94,0,39741,80,DDoS
2866,4,12,141,582,32380,559,BENIGN
2810,17,17,859,4177,60656,329,BENIGN
32866,49,60,7082,5602,26985,445,Infiltration
6370,6,38,457,204,19823,8080,Bot
3567,6,19,134,1795,45837,520,BENIGN
7287,12,10,1071,4850,28918,768,BENIGN
3506,8,2,1069,1137,61331,239,BENIGN
18459,24,5,105,812,7895,8080,Bot
5490,15,12,1351,1788,9864,239,BENIGN
518,12,7,779,988,51249,630,BENIGN
1719,19,1,1058,4777,18063,610,BENIGN
3916,8,4,764,1958,64581,456,BENIGN
1132,15,20,1249,4890,5884,934,BENIGN
73,2,0,0,0,1979,58398,PortScan
7398,8,11,1417,4917,26732,997,BENIGN
92981,76,42,6432,3751,29579,445,Infiltration
8468,10,19,1482,2224,24647,829,BENIGN
5304,4,9,1257,895,62781,633,BENIGN
9966,2,17,1269,4059,61932,474,BENIGN
4324,16,5,935,4380,48976,639,BENIGN
7560,13,16,1450,3470,63568,34,BENIGN
8883,2,14,1299,367,48565,1002,BENIGN
8113,12,5,1061,4135,18802,862,BENIGN
5087,15,2,1321,4176,58955,14,BENIGN
5762,10,18,1155,4761,12636,404,BENIGN
4846,6,20,1151,561,41517,602,BENIGN
4943,12,14,721,143,8739,996,BENIGN
16997,14,31,482,718,1834,8080,Bot
36831,44,46,382,275,45427,8080,Bot
7977,11,12,1078,3913,47607,125,BENIGN
3672,14,5,627,4411,18819,474,BENIGN
415,14,1,423,4341,3366,833,BENIGN
2701,14,2,392,4252,39066,709,BENIGN
